"year","ship","trip","haul","code","species","kg","num"
2005,"PA",6,47,"RNG","Coryphaenoides rupestris",1.004,3
2005,"PA",6,48,"RHG","Macrourus berglax",3.494,10
2005,"PA",6,48,"RNG","Coryphaenoides rupestris",2.23,15
2005,"PA",6,49,"RHG","Macrourus berglax",3.53,7
2005,"PA",6,49,"RNG","Coryphaenoides rupestris",1.08,5
2005,"PA",6,50,"RHG","Macrourus berglax",4.19,11
2005,"PA",6,50,"RNG","Coryphaenoides rupestris",8.654,26
2005,"PA",6,51,"RHG","Macrourus berglax",4.634,12
2005,"PA",6,51,"RNG","Coryphaenoides rupestris",2.606,12
2005,"PA",6,52,"RHG","Macrourus berglax",9.35,26
2005,"PA",6,52,"RNG","Coryphaenoides rupestris",0.666,2
2005,"PA",6,54,"RHG","Macrourus berglax",19.1,39
2005,"PA",6,54,"RNG","Coryphaenoides rupestris",4.06,11
2005,"PA",6,55,"RHG","Macrourus berglax",7,14
2005,"PA",6,55,"RNG","Coryphaenoides rupestris",2.385,10
2005,"PA",6,56,"RHG","Macrourus berglax",16.9,21
2005,"PA",6,56,"RNG","Coryphaenoides rupestris",0.328,5
2005,"PA",6,57,"RHG","Macrourus berglax",2.182,5
2005,"PA",6,57,"RNG","Coryphaenoides rupestris",0.612,3
2005,"PA",6,60,"RHG","Macrourus berglax",3.02,7
2005,"PA",6,60,"RNG","Coryphaenoides rupestris",0.325,2
2005,"PA",6,61,"RHG","Macrourus berglax",1.5,4
2005,"PA",6,61,"RNG","Coryphaenoides rupestris",2.38,17
2005,"PA",6,62,"RHG","Macrourus berglax",15.3,25
2005,"PA",6,62,"RNG","Coryphaenoides rupestris",5.59,56
2005,"PA",6,63,"RHG","Macrourus berglax",7.1,12
2005,"PA",6,63,"RNG","Coryphaenoides rupestris",2.25,11
2005,"PA",6,65,"RHG","Macrourus berglax",11.25,23
2005,"PA",6,65,"RNG","Coryphaenoides rupestris",5.5,22
2005,"PA",6,66,"RHG","Macrourus berglax",12.85,19
2005,"PA",6,66,"RNG","Coryphaenoides rupestris",2.079,11
2005,"PA",6,68,"RHG","Macrourus berglax",9.57,19
2005,"PA",6,68,"RNG","Coryphaenoides rupestris",2.19,10
2005,"PA",6,72,"RHG","Macrourus berglax",6.255,15
2005,"PA",6,72,"RNG","Coryphaenoides rupestris",1.808,14
2005,"PA",6,74,"RHG","Macrourus berglax",5.87,15
2005,"PA",6,74,"RNG","Coryphaenoides rupestris",1.084,5
2005,"PA",6,75,"RHG","Macrourus berglax",8.55,21
2005,"PA",6,75,"RNG","Coryphaenoides rupestris",0.774,9
2005,"PA",6,76,"RHG","Macrourus berglax",25.05,56
2005,"PA",6,76,"RNG","Coryphaenoides rupestris",2.136,47
2005,"PA",6,77,"RHG","Macrourus berglax",12.77,39
2005,"PA",6,77,"RNG","Coryphaenoides rupestris",0.188,3
2005,"PA",6,78,"RHG","Macrourus berglax",11.706,34
2005,"PA",6,78,"RNG","Coryphaenoides rupestris",1.004,7
2005,"PA",6,80,"RHG","Macrourus berglax",0.786,3
2005,"PA",6,81,"RHG","Macrourus berglax",7.155,14
2005,"PA",6,81,"RNG","Coryphaenoides rupestris",3.65,148
2005,"PA",6,82,"RHG","Macrourus berglax",9.205,19
2005,"PA",6,82,"RNG","Coryphaenoides rupestris",4.196,122
2005,"PA",6,83,"RHG","Macrourus berglax",2.97,9
2005,"PA",6,84,"RNG","Coryphaenoides rupestris",0.232,1
2006,"PA",7,2,"RHG","Macrourus berglax",7.45,29
2006,"PA",7,2,"RNG","Coryphaenoides rupestris",2.01,56
2006,"PA",7,3,"RHG","Macrourus berglax",2.696,13
2006,"PA",7,3,"RNG","Coryphaenoides rupestris",0.702,15
2006,"PA",7,4,"RHG","Macrourus berglax",2.761,4
2006,"PA",7,7,"RHG","Macrourus berglax",8,27
2006,"PA",7,7,"RNG","Coryphaenoides rupestris",1.57,36
2006,"PA",7,8,"RHG","Macrourus berglax",8.01,27
2006,"PA",7,8,"RNG","Coryphaenoides rupestris",0.078,1
2006,"PA",7,9,"RHG","Macrourus berglax",1.35,4
2006,"PA",7,10,"RHG","Macrourus berglax",3.125,8
2006,"PA",7,11,"RHG","Macrourus berglax",8.45,24
2006,"PA",7,12,"RHG","Macrourus berglax",4.306,21
2006,"PA",7,12,"RNG","Coryphaenoides rupestris",0.014,1
2006,"PA",7,13,"RHG","Macrourus berglax",11.55,34
2006,"PA",7,13,"RNG","Coryphaenoides rupestris",0.055,2
2006,"PA",7,14,"RHG","Macrourus berglax",5.634,16
2006,"PA",7,14,"RNG","Coryphaenoides rupestris",0.42,14
2006,"PA",7,15,"RHG","Macrourus berglax",5.46,19
2006,"PA",7,15,"RNG","Coryphaenoides rupestris",0.885,14
2006,"PA",7,16,"RHG","Macrourus berglax",4.899,13
2006,"PA",7,16,"RNG","Coryphaenoides rupestris",1.375,28
2006,"PA",7,17,"RHG","Macrourus berglax",11.145,36
2006,"PA",7,17,"RNG","Coryphaenoides rupestris",0.32,7
2006,"PA",7,18,"RHG","Macrourus berglax",5.66,12
2006,"PA",7,18,"RNG","Coryphaenoides rupestris",1.235,21
2006,"PA",7,19,"RHG","Macrourus berglax",3.09,8
2006,"PA",7,19,"RNG","Coryphaenoides rupestris",3.195,66
2006,"PA",7,20,"RHG","Macrourus berglax",6.68,13
2006,"PA",7,20,"RNG","Coryphaenoides rupestris",0.77,19
2006,"PA",7,21,"RHG","Macrourus berglax",1.495,4
2006,"PA",7,21,"RNG","Coryphaenoides rupestris",2.675,63
2006,"PA",7,22,"RHG","Macrourus berglax",2.31,7
2006,"PA",7,22,"RNG","Coryphaenoides rupestris",0.9,15
2006,"PA",7,23,"RHG","Macrourus berglax",5.87,8
2006,"PA",7,23,"RNG","Coryphaenoides rupestris",8.835,207
2006,"PA",7,26,"RHG","Macrourus berglax",2.775,9
2006,"PA",7,26,"RNG","Coryphaenoides rupestris",1.01,16
2006,"PA",7,27,"RHG","Macrourus berglax",2.395,8
2006,"PA",7,27,"RNG","Coryphaenoides rupestris",0.23,5
2006,"PA",7,28,"RHG","Macrourus berglax",1.485,7
2006,"PA",7,28,"RNG","Coryphaenoides rupestris",0.51,4
2006,"PA",7,29,"RHG","Macrourus berglax",2.375,9
2006,"PA",7,30,"RHG","Macrourus berglax",4.175,8
2006,"PA",7,30,"RNG","Coryphaenoides rupestris",0.195,5
2006,"PA",7,31,"RHG","Macrourus berglax",12.05,17
2006,"PA",7,31,"RNG","Coryphaenoides rupestris",0.155,4
2006,"PA",7,32,"RHG","Macrourus berglax",1.09,4
2006,"PA",7,32,"RNG","Coryphaenoides rupestris",0.09,3
2006,"PA",7,33,"RHG","Macrourus berglax",5.72,14
2006,"PA",7,33,"RNG","Coryphaenoides rupestris",0.135,1
2006,"PA",7,34,"RHG","Macrourus berglax",4.125,11
2006,"PA",7,34,"RNG","Coryphaenoides rupestris",0.92,6
2006,"PA",7,35,"RHG","Macrourus berglax",5.97,15
2006,"PA",7,35,"RNG","Coryphaenoides rupestris",0.72,7
2006,"PA",7,36,"RHG","Macrourus berglax",6.3,11
2006,"PA",7,36,"RNG","Coryphaenoides rupestris",0.65,3
2006,"PA",7,37,"RHG","Macrourus berglax",7.76,11
2006,"PA",7,37,"RNG","Coryphaenoides rupestris",4.23,16
2006,"PA",7,38,"RHG","Macrourus berglax",5.015,15
2006,"PA",7,38,"RNG","Coryphaenoides rupestris",3.31,7
2006,"PA",7,39,"RHG","Macrourus berglax",4.69,9
2006,"PA",7,39,"RNG","Coryphaenoides rupestris",0.815,6
2006,"PA",7,40,"RHG","Macrourus berglax",16.95,20
2006,"PA",7,40,"RNG","Coryphaenoides rupestris",1.945,13
2006,"PA",7,41,"RHG","Macrourus berglax",12.95,17
2006,"PA",7,41,"RNG","Coryphaenoides rupestris",0.075,1
2006,"PA",7,42,"RHG","Macrourus berglax",6.696,12
2006,"PA",7,42,"RNG","Coryphaenoides rupestris",0.84,3
2006,"PA",7,43,"RHG","Macrourus berglax",14.27,25
2006,"PA",7,43,"RNG","Coryphaenoides rupestris",4.468,24
2006,"PA",7,44,"RHG","Macrourus berglax",9.4,17
2006,"PA",7,44,"RNG","Coryphaenoides rupestris",0.925,2
2006,"PA",7,45,"RHG","Macrourus berglax",4.14,10
2006,"PA",7,45,"RNG","Coryphaenoides rupestris",0.89,2
2006,"PA",7,46,"RHG","Macrourus berglax",20.48,43
2006,"PA",7,46,"RNG","Coryphaenoides rupestris",1.259,3
2006,"PA",7,47,"RHG","Macrourus berglax",5.435,16
2006,"PA",7,47,"RNG","Coryphaenoides rupestris",0.025,1
2006,"PA",7,49,"RHG","Macrourus berglax",10.6,24
2006,"PA",7,49,"RNG","Coryphaenoides rupestris",0.1,1
2006,"PA",7,50,"RHG","Macrourus berglax",8.375,23
2006,"PA",7,50,"RNG","Coryphaenoides rupestris",1.5,8
2006,"PA",7,52,"RHG","Macrourus berglax",1.645,6
2006,"PA",7,52,"RNG","Coryphaenoides rupestris",1.15,14
2006,"PA",7,55,"RHG","Macrourus berglax",20.95,29
2006,"PA",7,55,"RNG","Coryphaenoides rupestris",0.515,14
2006,"PA",7,56,"RHG","Macrourus berglax",7.37,12
2006,"PA",7,56,"RNG","Coryphaenoides rupestris",1.99,10
2006,"PA",7,59,"RHG","Macrourus berglax",5.568,11
2006,"PA",7,59,"RNG","Coryphaenoides rupestris",2.076,6
2006,"PA",7,60,"RHG","Macrourus berglax",0.176,1
2006,"PA",7,61,"RHG","Macrourus berglax",10.795,19
2006,"PA",7,61,"RNG","Coryphaenoides rupestris",0.538,9
2006,"PA",7,62,"RHG","Macrourus berglax",10.35,18
2006,"PA",7,62,"RNG","Coryphaenoides rupestris",0.316,2
2006,"PA",7,63,"RHG","Macrourus berglax",1.286,3
2006,"PA",7,64,"RHG","Macrourus berglax",6.755,11
2006,"PA",7,64,"RNG","Coryphaenoides rupestris",0.605,14
2006,"PA",7,65,"RHG","Macrourus berglax",10.6,16
2006,"PA",7,65,"RNG","Coryphaenoides rupestris",0.71,4
2006,"PA",7,66,"RHG","Macrourus berglax",14,19
2006,"PA",7,67,"RHG","Macrourus berglax",1.59,6
2006,"PA",7,67,"RNG","Coryphaenoides rupestris",0.528,7
2006,"PA",7,68,"RHG","Macrourus berglax",2.79,7
2006,"PA",7,68,"RNG","Coryphaenoides rupestris",0.318,4
2006,"PA",7,69,"RHG","Macrourus berglax",4.95,16
2006,"PA",7,69,"RNG","Coryphaenoides rupestris",0.205,5
2006,"PA",7,70,"RNG","Coryphaenoides rupestris",0.42,2
2006,"PA",7,72,"RNG","Coryphaenoides rupestris",0.294,1
2007,"PA",6,1,"RHG","Macrourus berglax",4.75,8
2007,"PA",6,1,"RNG","Coryphaenoides rupestris",2.825,57
2007,"PA",6,2,"RHG","Macrourus berglax",10.07,22
2007,"PA",6,2,"RNG","Coryphaenoides rupestris",1.14,9
2007,"PA",6,3,"RHG","Macrourus berglax",6.43,14
2007,"PA",6,3,"RNG","Coryphaenoides rupestris",0.46,11
2007,"PA",6,4,"RHG","Macrourus berglax",3.55,12
2007,"PA",6,4,"RNG","Coryphaenoides rupestris",0.36,2
2007,"PA",6,5,"RHG","Macrourus berglax",11,22
2007,"PA",6,5,"RNG","Coryphaenoides rupestris",1.38,6
2007,"PA",6,6,"RHG","Macrourus berglax",3.52,8
2007,"PA",6,6,"RNG","Coryphaenoides rupestris",4.85,15
2007,"PA",6,8,"RHG","Macrourus berglax",10,22
2007,"PA",6,8,"RNG","Coryphaenoides rupestris",1.43,9
2007,"PA",6,9,"RHG","Macrourus berglax",8.977,24
2007,"PA",6,9,"RNG","Coryphaenoides rupestris",0.21,1
2007,"PA",6,10,"RHG","Macrourus berglax",7.96,15
2007,"PA",6,10,"RNG","Coryphaenoides rupestris",1.475,12
2007,"PA",6,11,"RHG","Macrourus berglax",7.1,16
2007,"PA",6,11,"RNG","Coryphaenoides rupestris",0.47,2
2007,"PA",6,12,"RHG","Macrourus berglax",9.124,17
2007,"PA",6,12,"RNG","Coryphaenoides rupestris",0.916,9
2007,"PA",6,13,"RHG","Macrourus berglax",7.15,12
2007,"PA",6,13,"RNG","Coryphaenoides rupestris",0.87,4
2007,"PA",6,14,"RHG","Macrourus berglax",4.9,13
2007,"PA",6,14,"RNG","Coryphaenoides rupestris",1.55,5
2007,"PA",6,15,"RHG","Macrourus berglax",8.7,18
2007,"PA",6,15,"RNG","Coryphaenoides rupestris",3.48,12
2007,"PA",6,16,"RHG","Macrourus berglax",6.6,14
2007,"PA",6,16,"RNG","Coryphaenoides rupestris",0.435,1
2007,"PA",6,17,"RHG","Macrourus berglax",12.75,21
2007,"PA",6,17,"RNG","Coryphaenoides rupestris",2.32,15
2007,"PA",6,18,"RHG","Macrourus berglax",4.03,12
2007,"PA",6,18,"RNG","Coryphaenoides rupestris",4.64,32
2007,"PA",6,19,"RHG","Macrourus berglax",3.845,4
2007,"PA",6,19,"RNG","Coryphaenoides rupestris",0.215,3
2007,"PA",6,20,"RHG","Macrourus berglax",13.46,25
2007,"PA",6,20,"RNG","Coryphaenoides rupestris",0.469,3
2007,"PA",6,21,"RHG","Macrourus berglax",2.4,7
2007,"PA",6,21,"RNG","Coryphaenoides rupestris",2.036,21
2007,"PA",6,22,"RHG","Macrourus berglax",7.64,22
2007,"PA",6,22,"RNG","Coryphaenoides rupestris",0.46,2
2007,"PA",6,23,"RHG","Macrourus berglax",2.6,5
2007,"PA",6,23,"RNG","Coryphaenoides rupestris",0.31,5
2007,"PA",6,24,"RHG","Macrourus berglax",1.415,1
2007,"PA",6,25,"RHG","Macrourus berglax",4.85,8
2007,"PA",6,25,"RNG","Coryphaenoides rupestris",0.316,5
2007,"PA",6,26,"RHG","Macrourus berglax",2.9,12
2007,"PA",6,26,"RNG","Coryphaenoides rupestris",0.335,3
2007,"PA",6,27,"RHG","Macrourus berglax",4.02,12
2007,"PA",6,28,"RHG","Macrourus berglax",1.77,6
2007,"PA",6,28,"RNG","Coryphaenoides rupestris",0.25,9
2007,"PA",6,29,"RHG","Macrourus berglax",2.18,4
2007,"PA",6,29,"RNG","Coryphaenoides rupestris",0.196,4
2007,"PA",6,33,"RHG","Macrourus berglax",8.7,8
2007,"PA",6,33,"RNG","Coryphaenoides rupestris",0.59,12
2007,"PA",6,34,"RHG","Macrourus berglax",1.79,7
2007,"PA",6,34,"RNG","Coryphaenoides rupestris",0.34,6
2007,"PA",6,35,"RHG","Macrourus berglax",6.18,11
2007,"PA",6,35,"RNG","Coryphaenoides rupestris",0.04,1
2007,"PA",6,36,"RHG","Macrourus berglax",5.5,17
2007,"PA",6,36,"RNG","Coryphaenoides rupestris",1.6,3
2007,"PA",6,37,"RHG","Macrourus berglax",7,15
2007,"PA",6,39,"RHG","Macrourus berglax",1.465,3
2007,"PA",6,39,"RNG","Coryphaenoides rupestris",0.785,16
2007,"PA",6,41,"RHG","Macrourus berglax",4.85,8
2007,"PA",6,41,"RNG","Coryphaenoides rupestris",12.325,272.700672
2007,"PA",6,114,"RHG","Macrourus berglax",10.04,28
2007,"PA",6,115,"RNG","Coryphaenoides rupestris",10.057,26
2007,"PA",6,116,"RHG","Macrourus berglax",2.015,9
2007,"PA",6,116,"RNG","Coryphaenoides rupestris",10.29,248.992618
2007,"PA",6,117,"RHG","Macrourus berglax",3.7,12
2007,"PA",6,117,"RNG","Coryphaenoides rupestris",2.14,50
2007,"PA",6,118,"RHG","Macrourus berglax",5.795,13
2007,"PA",6,118,"RNG","Coryphaenoides rupestris",1.15,29
2007,"PA",6,119,"RHG","Macrourus berglax",0.3,1
2007,"PA",6,120,"RHG","Macrourus berglax",2.35,8
2007,"PA",6,120,"RNG","Coryphaenoides rupestris",2.95,52
2007,"PA",6,121,"RHG","Macrourus berglax",1.32,5
2007,"PA",6,121,"RNG","Coryphaenoides rupestris",0.05,3
2007,"PA",6,123,"RHG","Macrourus berglax",5.97,17
2007,"PA",6,123,"RNG","Coryphaenoides rupestris",0.425,10
2007,"PA",6,124,"RHG","Macrourus berglax",4.08,11
2007,"PA",6,124,"RNG","Coryphaenoides rupestris",4.87,97
2007,"PA",6,125,"RHG","Macrourus berglax",15.9,23
2007,"PA",6,125,"RNG","Coryphaenoides rupestris",3.03,78
2007,"PA",6,126,"RHG","Macrourus berglax",1.355,2
2007,"PA",6,127,"RHG","Macrourus berglax",5.25,13
2007,"PA",6,127,"RNG","Coryphaenoides rupestris",0.4,8
2007,"PA",6,128,"RHG","Macrourus berglax",1.75,4
2007,"PA",6,128,"RNG","Coryphaenoides rupestris",0.145,4
2007,"PA",6,129,"RNG","Coryphaenoides rupestris",0.57,1
2008,"PA",6,1,"RHG","Macrourus berglax",4.27,13
2008,"PA",6,2,"RHG","Macrourus berglax",6.111,19
2008,"PA",6,2,"RNG","Coryphaenoides rupestris",0.494,3
2008,"PA",6,3,"RHG","Macrourus berglax",8.125,16
2008,"PA",6,3,"RNG","Coryphaenoides rupestris",1.705,41
2008,"PA",6,5,"RHG","Macrourus berglax",4.02,10
2008,"PA",6,5,"RNG","Coryphaenoides rupestris",0.384,6
2008,"PA",6,6,"RHG","Macrourus berglax",2.81,7
2008,"PA",6,6,"RNG","Coryphaenoides rupestris",1.664,21
2008,"PA",6,7,"RHG","Macrourus berglax",4.904,17
2008,"PA",6,7,"RNG","Coryphaenoides rupestris",0.81,11
2008,"PA",6,9,"RNG","Coryphaenoides rupestris",0.208,2
2008,"PA",6,11,"RHG","Macrourus berglax",9.1,11
2008,"PA",6,12,"RHG","Macrourus berglax",3.925,13
2008,"PA",6,13,"RHG","Macrourus berglax",2.934,9
2008,"PA",6,13,"RNG","Coryphaenoides rupestris",0.12,2
2008,"PA",6,14,"RHG","Macrourus berglax",5.822,15
2008,"PA",6,14,"RNG","Coryphaenoides rupestris",1.724,37
2008,"PA",6,15,"RHG","Macrourus berglax",2.58,11
2008,"PA",6,15,"RNG","Coryphaenoides rupestris",0.07,2
2008,"PA",6,16,"RHG","Macrourus berglax",14.3,27
2008,"PA",6,17,"RHG","Macrourus berglax",2.236,3
2008,"PA",6,18,"RHG","Macrourus berglax",0.064,1
2008,"PA",6,19,"RHG","Macrourus berglax",1.63,4
2008,"PA",6,20,"RHG","Macrourus berglax",4.575,18
2008,"PA",6,21,"RHG","Macrourus berglax",3.43,17
2008,"PA",6,21,"RNG","Coryphaenoides rupestris",0.115,2
2008,"PA",6,22,"RHG","Macrourus berglax",4.535,14
2008,"PA",6,22,"RNG","Coryphaenoides rupestris",0.05,3
2008,"PA",6,23,"RHG","Macrourus berglax",9.8,26
2008,"PA",6,24,"RHG","Macrourus berglax",11.95,14
2008,"PA",6,24,"RNG","Coryphaenoides rupestris",0.162,2
2008,"PA",6,25,"RHG","Macrourus berglax",7.45,17
2008,"PA",6,25,"RNG","Coryphaenoides rupestris",0.134,1
2008,"PA",6,26,"RHG","Macrourus berglax",3.36,8
2008,"PA",6,27,"RHG","Macrourus berglax",3.125,9
2008,"PA",6,27,"RNG","Coryphaenoides rupestris",0.057,1
2008,"PA",6,28,"RHG","Macrourus berglax",3.678,15
2008,"PA",6,28,"RNG","Coryphaenoides rupestris",0.098,2
2008,"PA",6,29,"RHG","Macrourus berglax",11.35,11
2008,"PA",6,29,"RNG","Coryphaenoides rupestris",1.42,4
2008,"PA",6,30,"RHG","Macrourus berglax",13.05,18
2008,"PA",6,30,"RNG","Coryphaenoides rupestris",3.03,13
2008,"PA",6,31,"RHG","Macrourus berglax",3.616,6
2008,"PA",6,31,"RNG","Coryphaenoides rupestris",1.075,14
2008,"PA",6,32,"RHG","Macrourus berglax",8,20
2008,"PA",6,32,"RNG","Coryphaenoides rupestris",5.32,16
2008,"PA",6,33,"RHG","Macrourus berglax",21.7,39
2008,"PA",6,33,"RNG","Coryphaenoides rupestris",16.5,93
2008,"PA",6,34,"RHG","Macrourus berglax",17.35,30
2008,"PA",6,34,"RNG","Coryphaenoides rupestris",4.2,12
2008,"PA",6,35,"RHG","Macrourus berglax",5.689,15
2008,"PA",6,35,"RNG","Coryphaenoides rupestris",2.157,7
2008,"PA",6,36,"RHG","Macrourus berglax",4.12,10
2008,"PA",6,36,"RNG","Coryphaenoides rupestris",4.422,14
2008,"PA",6,37,"RHG","Macrourus berglax",15.85,23
2008,"PA",6,37,"RNG","Coryphaenoides rupestris",2.402,15
2008,"PA",6,38,"RHG","Macrourus berglax",4.784,14
2008,"PA",6,38,"RNG","Coryphaenoides rupestris",0.309,5
2008,"PA",6,39,"RHG","Macrourus berglax",4.944,16
2008,"PA",6,39,"RNG","Coryphaenoides rupestris",0.299,2
2008,"PA",6,40,"RHG","Macrourus berglax",8.2,24
2008,"PA",6,40,"RNG","Coryphaenoides rupestris",0.25,4
2008,"PA",6,41,"RHG","Macrourus berglax",4.53,11
2008,"PA",6,41,"RNG","Coryphaenoides rupestris",0.124,2
2008,"PA",6,42,"RHG","Macrourus berglax",11.15,25
2008,"PA",6,42,"RNG","Coryphaenoides rupestris",0.362,2
2008,"PA",6,43,"RHG","Macrourus berglax",14.97,17
2008,"PA",6,43,"RNG","Coryphaenoides rupestris",0.577,6
2008,"PA",6,45,"RHG","Macrourus berglax",1.02,3
2008,"PA",6,45,"RNG","Coryphaenoides rupestris",0.81,2
2008,"PA",6,46,"RHG","Macrourus berglax",2.79,4
2008,"PA",6,46,"RNG","Coryphaenoides rupestris",0.951,4
2008,"PA",6,47,"RHG","Macrourus berglax",8.65,20
2008,"PA",6,47,"RNG","Coryphaenoides rupestris",4.488,23
2008,"PA",6,48,"RHG","Macrourus berglax",9.8,14
2008,"PA",6,48,"RNG","Coryphaenoides rupestris",2.451,21
2008,"PA",6,49,"RHG","Macrourus berglax",5.9,10
2008,"PA",6,49,"RNG","Coryphaenoides rupestris",2.81,15
2008,"PA",6,50,"RHG","Macrourus berglax",7.25,11
2008,"PA",6,50,"RNG","Coryphaenoides rupestris",2.95,5
2008,"PA",6,51,"RHG","Macrourus berglax",7.95,11
2008,"PA",6,51,"RNG","Coryphaenoides rupestris",1.554,11
2008,"PA",6,52,"RHG","Macrourus berglax",9.2,5
2008,"PA",6,52,"RNG","Coryphaenoides rupestris",0.056,3
2008,"PA",6,53,"RHG","Macrourus berglax",14.2,27
2008,"PA",6,53,"RNG","Coryphaenoides rupestris",3.455,9
2008,"PA",6,54,"RHG","Macrourus berglax",7.5,19
2008,"PA",6,54,"RNG","Coryphaenoides rupestris",1.572,9
2008,"PA",6,56,"RHG","Macrourus berglax",15.2,19
2008,"PA",6,56,"RNG","Coryphaenoides rupestris",1.75,11
2008,"PA",6,57,"RHG","Macrourus berglax",6.25,11
2008,"PA",6,57,"RNG","Coryphaenoides rupestris",2.83,14
2008,"PA",6,58,"RHG","Macrourus berglax",1.371,5
2008,"PA",6,58,"RNG","Coryphaenoides rupestris",0.322,8
2008,"PA",6,59,"RHG","Macrourus berglax",3.341,11
2008,"PA",6,59,"RNG","Coryphaenoides rupestris",0.098,4
2008,"PA",6,60,"RHG","Macrourus berglax",1.46,5
2008,"PA",6,60,"RNG","Coryphaenoides rupestris",0.19,3
2008,"PA",6,63,"RHG","Macrourus berglax",3.75,12
2008,"PA",6,63,"RNG","Coryphaenoides rupestris",0.88,10
2008,"PA",6,64,"RHG","Macrourus berglax",6.75,9
2008,"PA",6,64,"RNG","Coryphaenoides rupestris",0.4,3
2008,"PA",6,65,"RHG","Macrourus berglax",0.727,4
2008,"PA",6,65,"RNG","Coryphaenoides rupestris",0.516,5
2008,"PA",6,66,"RHG","Macrourus berglax",3.063,12
2008,"PA",6,66,"RNG","Coryphaenoides rupestris",1.554,15
2008,"PA",6,68,"RHG","Macrourus berglax",1.206,4
2008,"PA",6,68,"RNG","Coryphaenoides rupestris",0.557,8
2008,"PA",6,69,"RHG","Macrourus berglax",4.25,11
2008,"PA",6,69,"RNG","Coryphaenoides rupestris",0.2,3
2008,"PA",6,70,"RHG","Macrourus berglax",4.764,13
2008,"PA",6,70,"RNG","Coryphaenoides rupestris",0.797,10
2008,"PA",6,71,"RHG","Macrourus berglax",3.917,8
2008,"PA",6,71,"RNG","Coryphaenoides rupestris",1.388,15
2008,"PA",6,72,"RHG","Macrourus berglax",4.295,10
2008,"PA",6,72,"RNG","Coryphaenoides rupestris",0.406,6
2008,"PA",6,73,"RHG","Macrourus berglax",1.6,5
2008,"PA",6,73,"RNG","Coryphaenoides rupestris",1.33,17
2008,"PA",6,74,"RHG","Macrourus berglax",3.2,10
2008,"PA",6,75,"RHG","Macrourus berglax",4.52,10
2008,"PA",6,75,"RNG","Coryphaenoides rupestris",0.92,9
2008,"PA",6,76,"RHG","Macrourus berglax",4.5,15
2008,"PA",6,76,"RNG","Coryphaenoides rupestris",0.336,9
2008,"PA",6,77,"RHG","Macrourus berglax",19.85,29
2008,"PA",6,77,"RNG","Coryphaenoides rupestris",0.084,2
2009,"PA",6,1,"RHG","Macrourus berglax",9.253,20
2009,"PA",6,1,"RNG","Coryphaenoides rupestris",0.641,4
2009,"PA",6,2,"RHG","Macrourus berglax",9.662,18
2009,"PA",6,2,"RNG","Coryphaenoides rupestris",29.35,558.012378
2009,"PA",6,5,"RHG","Macrourus berglax",2.03,6
2009,"PA",6,5,"RNG","Coryphaenoides rupestris",0.647,10
2009,"PA",6,7,"RHG","Macrourus berglax",0.45,2
2009,"PA",6,7,"RNG","Coryphaenoides rupestris",0.184,6
2009,"PA",6,8,"RHG","Macrourus berglax",1.95,4
2009,"PA",6,8,"RNG","Coryphaenoides rupestris",0.29,6
2009,"PA",6,9,"RHG","Macrourus berglax",0.043,1
2009,"PA",6,9,"RNG","Coryphaenoides rupestris",0.355,9
2009,"PA",6,10,"RHG","Macrourus berglax",2.194,4
2009,"PA",6,10,"RNG","Coryphaenoides rupestris",0.781,14
2009,"PA",6,12,"RHG","Macrourus berglax",1.659,6
2009,"PA",6,12,"RNG","Coryphaenoides rupestris",0.844,10
2009,"PA",6,13,"RHG","Macrourus berglax",2.43,6
2009,"PA",6,13,"RNG","Coryphaenoides rupestris",0.795,15
2009,"PA",6,14,"RHG","Macrourus berglax",1.238,4
2009,"PA",6,14,"RNG","Coryphaenoides rupestris",0.274,7
2009,"PA",6,15,"RHG","Macrourus berglax",5.296,12
2009,"PA",6,15,"RNG","Coryphaenoides rupestris",3.83,101
2009,"PA",6,17,"RHG","Macrourus berglax",1.33,6
2009,"PA",6,17,"RNG","Coryphaenoides rupestris",1.08,18
2009,"PA",6,18,"RHG","Macrourus berglax",8.45,20
2009,"PA",6,18,"RNG","Coryphaenoides rupestris",0.297,5
2009,"PA",6,19,"RHG","Macrourus berglax",5.433,9
2009,"PA",6,21,"RHG","Macrourus berglax",2.887,7
2009,"PA",6,22,"RHG","Macrourus berglax",4.427,11
2009,"PA",6,22,"RNG","Coryphaenoides rupestris",0.406,11
2009,"PA",6,23,"RHG","Macrourus berglax",4.69,23
2009,"PA",6,23,"RNG","Coryphaenoides rupestris",0.073,3
2009,"PA",6,24,"RHG","Macrourus berglax",1.29,2
2009,"PA",6,24,"RNG","Coryphaenoides rupestris",0.08,1
2009,"PA",6,26,"RHG","Macrourus berglax",9.413,18
2009,"PA",6,27,"RHG","Macrourus berglax",2.602,12
2009,"PA",6,28,"RHG","Macrourus berglax",4.084,8
2009,"PA",6,28,"RNG","Coryphaenoides rupestris",0.028,1
2009,"PA",6,29,"RHG","Macrourus berglax",1.705,7
2009,"PA",6,29,"RNG","Coryphaenoides rupestris",0.125,2
2009,"PA",6,30,"RHG","Macrourus berglax",5.056,8
2009,"PA",6,31,"RHG","Macrourus berglax",1.07,3
2009,"PA",6,31,"RNG","Coryphaenoides rupestris",0.555,6
2009,"PA",6,32,"RHG","Macrourus berglax",2.73,8
2009,"PA",6,33,"RHG","Macrourus berglax",3.283,8
