"year","ship","trip","haul","code","species","kg","num"
2009,"PA",6,33,"RNG","Coryphaenoides rupestris",2.436,11
2009,"PA",6,34,"RHG","Macrourus berglax",3.995,7
2009,"PA",6,34,"RNG","Coryphaenoides rupestris",0.96,3
2009,"PA",6,35,"RHG","Macrourus berglax",9.165,13
2009,"PA",6,35,"RNG","Coryphaenoides rupestris",0.781,5
2009,"PA",6,36,"RHG","Macrourus berglax",15,15
2009,"PA",6,36,"RNG","Coryphaenoides rupestris",1.404,5
2009,"PA",6,37,"RHG","Macrourus berglax",13.4,21
2009,"PA",6,37,"RNG","Coryphaenoides rupestris",1.045,7
2009,"PA",6,38,"RHG","Macrourus berglax",9.547,9
2009,"PA",6,38,"RNG","Coryphaenoides rupestris",1.532,4
2009,"PA",6,39,"RHG","Macrourus berglax",8.756,7
2009,"PA",6,39,"RNG","Coryphaenoides rupestris",1.557,8
2009,"PA",6,40,"RHG","Macrourus berglax",3.77,10
2009,"PA",6,40,"RNG","Coryphaenoides rupestris",1.54,7
2009,"PA",6,41,"RHG","Macrourus berglax",1.468,5
2009,"PA",6,41,"RNG","Coryphaenoides rupestris",0.384,2
2009,"PA",6,42,"RHG","Macrourus berglax",9,21
2009,"PA",6,42,"RNG","Coryphaenoides rupestris",1.417,11
2009,"PA",6,43,"RHG","Macrourus berglax",5.85,13
2009,"PA",6,43,"RNG","Coryphaenoides rupestris",3.095,37
2009,"PA",6,45,"RHG","Macrourus berglax",0.829,3
2009,"PA",6,45,"RNG","Coryphaenoides rupestris",0.097,1
2009,"PA",6,46,"RHG","Macrourus berglax",1.745,3
2009,"PA",6,46,"RNG","Coryphaenoides rupestris",1.505,13
2009,"PA",6,47,"RHG","Macrourus berglax",8.85,17
2009,"PA",6,48,"RHG","Macrourus berglax",3.189,8
2009,"PA",6,49,"RHG","Macrourus berglax",2.704,6
2009,"PA",6,49,"RNG","Coryphaenoides rupestris",1.567,6
2009,"PA",6,50,"RHG","Macrourus berglax",5.955,13
2009,"PA",6,51,"RHG","Macrourus berglax",5.54,16
2009,"PA",6,51,"RNG","Coryphaenoides rupestris",1.3,5
2009,"PA",6,53,"RHG","Macrourus berglax",6.8,16
2009,"PA",6,53,"RNG","Coryphaenoides rupestris",2.086,7
2009,"PA",6,54,"RHG","Macrourus berglax",3.041,1
2009,"PA",6,54,"RNG","Coryphaenoides rupestris",1.195,5
2009,"PA",6,55,"RHG","Macrourus berglax",3.031,6
2009,"PA",6,55,"RNG","Coryphaenoides rupestris",1.674,5
2009,"PA",6,56,"RHG","Macrourus berglax",9.03,15
2009,"PA",6,56,"RNG","Coryphaenoides rupestris",1.644,7
2009,"PA",6,57,"RHG","Macrourus berglax",5.6,8
2009,"PA",6,57,"RNG","Coryphaenoides rupestris",2.56,20
2009,"PA",6,58,"RHG","Macrourus berglax",19.47,24
2009,"PA",6,58,"RNG","Coryphaenoides rupestris",0.589,2
2009,"PA",6,59,"RHG","Macrourus berglax",11.55,9
2009,"PA",6,59,"RNG","Coryphaenoides rupestris",2.241,12
2009,"PA",6,60,"RHG","Macrourus berglax",9.35,17
2009,"PA",6,60,"RNG","Coryphaenoides rupestris",2.73,19
2009,"PA",6,61,"RHG","Macrourus berglax",12.2,13
2009,"PA",6,61,"RNG","Coryphaenoides rupestris",6.175,21
2009,"PA",6,62,"RHG","Macrourus berglax",2.898,5
2009,"PA",6,62,"RNG","Coryphaenoides rupestris",2.151,13
2009,"PA",6,63,"RHG","Macrourus berglax",2.221,6
2009,"PA",6,63,"RNG","Coryphaenoides rupestris",7.017,123
2009,"PA",6,65,"RHG","Macrourus berglax",10.4,12
2009,"PA",6,65,"RNG","Coryphaenoides rupestris",2.285,36
2009,"PA",6,66,"RHG","Macrourus berglax",1.081,4
2009,"PA",6,66,"RNG","Coryphaenoides rupestris",0.478,11
2009,"PA",6,68,"RHG","Macrourus berglax",5.51,5
2009,"PA",6,68,"RNG","Coryphaenoides rupestris",0.06,1
2009,"PA",6,70,"RHG","Macrourus berglax",3.756,6
2009,"PA",6,70,"RNG","Coryphaenoides rupestris",0.88,4
2009,"PA",6,71,"RHG","Macrourus berglax",0.923,3
2009,"PA",6,72,"RHG","Macrourus berglax",2.723,5
2009,"PA",6,72,"RNG","Coryphaenoides rupestris",2.725,8
2009,"PA",6,73,"RHG","Macrourus berglax",6.4,9
2009,"PA",6,73,"RNG","Coryphaenoides rupestris",1.141,17
2009,"PA",6,74,"RHG","Macrourus berglax",7.003,16
2009,"PA",6,74,"RNG","Coryphaenoides rupestris",1.589,29
2009,"PA",6,76,"RHG","Macrourus berglax",4.4,9
2009,"PA",6,76,"RNG","Coryphaenoides rupestris",1.295,13
2009,"PA",6,77,"RHG","Macrourus berglax",7.8,18
2009,"PA",6,77,"RNG","Coryphaenoides rupestris",1.794,12
2009,"PA",6,78,"RHG","Macrourus berglax",1.837,6
2009,"PA",6,78,"RNG","Coryphaenoides rupestris",0.876,14
2009,"PA",6,80,"RHG","Macrourus berglax",3.735,13
2009,"PA",6,80,"RNG","Coryphaenoides rupestris",0.125,2
2009,"PA",6,81,"RHG","Macrourus berglax",4.959,3
2009,"PA",6,81,"RNG","Coryphaenoides rupestris",0.374,4
2009,"PA",6,82,"RNG","Coryphaenoides rupestris",0.892,1
2010,"PA",6,1,"RHG","Macrourus berglax",4.424,16
2010,"PA",6,1,"RNG","Coryphaenoides rupestris",0.57,13
2010,"PA",6,2,"RHG","Macrourus berglax",9.78,14
2010,"PA",6,2,"RNG","Coryphaenoides rupestris",3.052,30
2010,"PA",6,3,"RHG","Macrourus berglax",7.35,11
2010,"PA",6,3,"RNG","Coryphaenoides rupestris",1.571,13
2010,"PA",6,4,"RHG","Macrourus berglax",12.5,30
2010,"PA",6,4,"RNG","Coryphaenoides rupestris",2.199,19
2010,"PA",6,6,"RHG","Macrourus berglax",7.6,16
2010,"PA",6,6,"RNG","Coryphaenoides rupestris",0.86,8
2010,"PA",6,7,"RHG","Macrourus berglax",11.9,22
2010,"PA",6,7,"RNG","Coryphaenoides rupestris",3.745,52
2010,"PA",6,8,"RHG","Macrourus berglax",9.77,22
2010,"PA",6,8,"RNG","Coryphaenoides rupestris",1.47,7
2010,"PA",6,9,"RHG","Macrourus berglax",5.98,7
2010,"PA",6,9,"RNG","Coryphaenoides rupestris",1.79,14
2010,"PA",6,12,"RHG","Macrourus berglax",4.17,10
2010,"PA",6,12,"RNG","Coryphaenoides rupestris",1.26,20
2010,"PA",6,13,"RHG","Macrourus berglax",4.432,10
2010,"PA",6,13,"RNG","Coryphaenoides rupestris",1.531,17
2010,"PA",6,14,"RHG","Macrourus berglax",8.831,21
2010,"PA",6,14,"RNG","Coryphaenoides rupestris",1.081,15
2010,"PA",6,15,"RHG","Macrourus berglax",15.505,18
2010,"PA",6,15,"RNG","Coryphaenoides rupestris",0.422,7
2010,"PA",6,16,"RHG","Macrourus berglax",4.1,8
2010,"PA",6,16,"RNG","Coryphaenoides rupestris",1.44,21
2010,"PA",6,17,"RHG","Macrourus berglax",5.15,12
2010,"PA",6,17,"RNG","Coryphaenoides rupestris",0.23,2
2010,"PA",6,18,"RHG","Macrourus berglax",11.3,14
2010,"PA",6,18,"RNG","Coryphaenoides rupestris",0.71,4
2010,"PA",6,20,"RHG","Macrourus berglax",7.507,19
2010,"PA",6,20,"RNG","Coryphaenoides rupestris",3.638,9
2010,"PA",6,21,"RHG","Macrourus berglax",12.1,15
2010,"PA",6,21,"RNG","Coryphaenoides rupestris",1.97,3
2010,"PA",6,22,"RHG","Macrourus berglax",11.3,15
2010,"PA",6,22,"RNG","Coryphaenoides rupestris",0.52,3
2010,"PA",6,23,"RHG","Macrourus berglax",6.75,8
2010,"PA",6,25,"RHG","Macrourus berglax",17.1,22
2010,"PA",6,25,"RNG","Coryphaenoides rupestris",4.62,12
2010,"PA",6,26,"RHG","Macrourus berglax",5.6,10
2010,"PA",6,26,"RNG","Coryphaenoides rupestris",0.97,3
2010,"PA",6,27,"RHG","Macrourus berglax",7.45,21
2010,"PA",6,27,"RNG","Coryphaenoides rupestris",1.67,8
2010,"PA",6,29,"RHG","Macrourus berglax",1.89,3
2010,"PA",6,29,"RNG","Coryphaenoides rupestris",1.02,5
2010,"PA",6,30,"RHG","Macrourus berglax",4.05,10
2010,"PA",6,30,"RNG","Coryphaenoides rupestris",2.069,10
2010,"PA",6,31,"RHG","Macrourus berglax",6.2,5
2010,"PA",6,31,"RNG","Coryphaenoides rupestris",2.409,7
2010,"PA",6,32,"RHG","Macrourus berglax",5.853,4
2010,"PA",6,32,"RNG","Coryphaenoides rupestris",2.767,12
2010,"PA",6,33,"RHG","Macrourus berglax",3.992,10
2010,"PA",6,33,"RNG","Coryphaenoides rupestris",0.398,3
2010,"PA",6,34,"RHG","Macrourus berglax",16.55,39
2010,"PA",6,34,"RNG","Coryphaenoides rupestris",1.678,12
2010,"PA",6,35,"RHG","Macrourus berglax",4.4,10
2010,"PA",6,35,"RNG","Coryphaenoides rupestris",0.72,4
2010,"PA",6,36,"RHG","Macrourus berglax",2.93,12
2010,"PA",6,36,"RNG","Coryphaenoides rupestris",1.813,7
2010,"PA",6,38,"RHG","Macrourus berglax",2.7,6
2010,"PA",6,38,"RNG","Coryphaenoides rupestris",1.013,5
2010,"PA",6,39,"RHG","Macrourus berglax",4.85,14
2010,"PA",6,39,"RNG","Coryphaenoides rupestris",0.9,8
2010,"PA",6,40,"RHG","Macrourus berglax",5.25,13
2010,"PA",6,40,"RNG","Coryphaenoides rupestris",0.749,5
2010,"PA",6,43,"RHG","Macrourus berglax",5,11
2010,"PA",6,43,"RNG","Coryphaenoides rupestris",1.439,8
2010,"PA",6,44,"RHG","Macrourus berglax",13.95,38
2010,"PA",6,44,"RNG","Coryphaenoides rupestris",0.35,2
2010,"PA",6,45,"RHG","Macrourus berglax",4.15,17
2010,"PA",6,45,"RNG","Coryphaenoides rupestris",1.02,7
2010,"PA",6,46,"RHG","Macrourus berglax",3,4
2010,"PA",6,46,"RNG","Coryphaenoides rupestris",0.07,1
2010,"PA",6,47,"RHG","Macrourus berglax",1.429,4
2010,"PA",6,47,"RNG","Coryphaenoides rupestris",0.415,3
2010,"PA",6,48,"RHG","Macrourus berglax",1.81,6
2010,"PA",6,48,"RNG","Coryphaenoides rupestris",0.082,2
2010,"PA",6,49,"RHG","Macrourus berglax",4.45,6
2010,"PA",6,49,"RNG","Coryphaenoides rupestris",0.23,2
2010,"PA",6,50,"RHG","Macrourus berglax",8.8,21
2010,"PA",6,50,"RNG","Coryphaenoides rupestris",0.08,1
2010,"PA",6,52,"RHG","Macrourus berglax",11.35,18
2010,"PA",6,52,"RNG","Coryphaenoides rupestris",0.816,6
2010,"PA",6,53,"RHG","Macrourus berglax",0.605,2
2010,"PA",6,55,"RHG","Macrourus berglax",5.3,9
2010,"PA",6,55,"RNG","Coryphaenoides rupestris",5.66,122
2010,"PA",6,56,"RHG","Macrourus berglax",2.4,3
2010,"PA",6,57,"RHG","Macrourus berglax",3.21,7
2010,"PA",6,57,"RNG","Coryphaenoides rupestris",0.66,3
2010,"PA",6,58,"RHG","Macrourus berglax",4.85,12
2010,"PA",6,58,"RNG","Coryphaenoides rupestris",0.516,13
2010,"PA",6,59,"RHG","Macrourus berglax",4.2,13
2010,"PA",6,59,"RNG","Coryphaenoides rupestris",1.56,20
2010,"PA",6,61,"RHG","Macrourus berglax",6.995,13
2010,"PA",6,61,"RNG","Coryphaenoides rupestris",0.8,13
2010,"PA",6,62,"RHG","Macrourus berglax",2.855,10
2010,"PA",6,62,"RNG","Coryphaenoides rupestris",0.695,12
2010,"PA",6,63,"RHG","Macrourus berglax",8.165,NA
2010,"PA",6,63,"RNG","Coryphaenoides rupestris",0.566,8
2010,"PA",6,64,"RHG","Macrourus berglax",6.1,10
2010,"PA",6,64,"RNG","Coryphaenoides rupestris",0.33,3
2010,"PA",6,65,"RHG","Macrourus berglax",11.95,25
2010,"PA",6,66,"RHG","Macrourus berglax",2.433,6
2010,"PA",6,66,"RNG","Coryphaenoides rupestris",0.471,5
2010,"PA",6,67,"RHG","Macrourus berglax",1.975,6
2010,"PA",6,67,"RNG","Coryphaenoides rupestris",0.075,2
2010,"PA",6,68,"RHG","Macrourus berglax",3.86,11
2010,"PA",6,68,"RNG","Coryphaenoides rupestris",0.439,4
2010,"PA",6,69,"RHG","Macrourus berglax",1.47,7
2010,"PA",6,70,"RHG","Macrourus berglax",8.8,20
2010,"PA",6,70,"RNG","Coryphaenoides rupestris",0.09,3
2010,"PA",6,71,"RHG","Macrourus berglax",4.8,13
2010,"PA",6,71,"RNG","Coryphaenoides rupestris",0.19,3
2010,"PA",6,72,"RHG","Macrourus berglax",3.529,11
2010,"PA",6,72,"RNG","Coryphaenoides rupestris",0.395,5
2010,"PA",6,74,"RHG","Macrourus berglax",1.575,5
2010,"PA",6,74,"RNG","Coryphaenoides rupestris",0.633,12
2010,"PA",6,75,"RHG","Macrourus berglax",1.94,7
2010,"PA",6,75,"RNG","Coryphaenoides rupestris",0.08,2
2010,"PA",6,76,"RHG","Macrourus berglax",1.27,2
2010,"PA",6,76,"RNG","Coryphaenoides rupestris",0.976,22
2010,"PA",6,77,"RHG","Macrourus berglax",3.15,6
2010,"PA",6,77,"RNG","Coryphaenoides rupestris",0.09,3
2010,"PA",6,78,"RHG","Macrourus berglax",3.85,8
2010,"PA",6,78,"RNG","Coryphaenoides rupestris",0.131,5
2011,"PA",6,1,"RHG","Macrourus berglax",4.505,10
2011,"PA",6,1,"RNG","Coryphaenoides rupestris",1.219,9
2011,"PA",6,3,"RHG","Macrourus berglax",8.7,13
2011,"PA",6,3,"RNG","Coryphaenoides rupestris",2.4,14
2011,"PA",6,4,"RHG","Macrourus berglax",10.45,15
2011,"PA",6,4,"RNG","Coryphaenoides rupestris",5.465,31
2011,"PA",6,5,"RHG","Macrourus berglax",5.413,8
2011,"PA",6,5,"RNG","Coryphaenoides rupestris",2.173,10
2011,"PA",6,7,"RHG","Macrourus berglax",3.85,8
2011,"PA",6,7,"RNG","Coryphaenoides rupestris",1.195,4
2011,"PA",6,8,"RHG","Macrourus berglax",1.372,3
2011,"PA",6,8,"RNG","Coryphaenoides rupestris",4.982,74
2011,"PA",6,9,"RHG","Macrourus berglax",6.705,22
2011,"PA",6,9,"RNG","Coryphaenoides rupestris",0.626,13
2011,"PA",6,11,"RHG","Macrourus berglax",21,47
2011,"PA",6,11,"RNG","Coryphaenoides rupestris",1.403,25
2011,"PA",6,12,"RHG","Macrourus berglax",3.594,15
2011,"PA",6,12,"RNG","Coryphaenoides rupestris",1.847,19
2011,"PA",6,14,"RHG","Macrourus berglax",4.68,12
2011,"PA",6,14,"RNG","Coryphaenoides rupestris",1.971,12
2011,"PA",6,16,"RHG","Macrourus berglax",0.415,2
2011,"PA",6,16,"RNG","Coryphaenoides rupestris",0.107,1
2011,"PA",6,17,"RHG","Macrourus berglax",2.18,5
2011,"PA",6,17,"RNG","Coryphaenoides rupestris",1.113,8
2011,"PA",6,18,"RHG","Macrourus berglax",4.05,10
2011,"PA",6,18,"RNG","Coryphaenoides rupestris",0.64,8
2011,"PA",6,19,"RHG","Macrourus berglax",4.2,13
2011,"PA",6,19,"RNG","Coryphaenoides rupestris",1.08,17
2011,"PA",6,20,"RNG","Coryphaenoides rupestris",2.679,2
2011,"PA",6,21,"RHG","Macrourus berglax",2.87,11
2011,"PA",6,21,"RNG","Coryphaenoides rupestris",2.266,47
2011,"PA",6,22,"RHG","Macrourus berglax",3.17,12
2011,"PA",6,22,"RNG","Coryphaenoides rupestris",0.11,3
2011,"PA",6,23,"RHG","Macrourus berglax",5.349,9
2011,"PA",6,23,"RNG","Coryphaenoides rupestris",3.79,73
2011,"PA",6,24,"RHG","Macrourus berglax",2.259,8
2011,"PA",6,24,"RNG","Coryphaenoides rupestris",2.754,72
2011,"PA",6,27,"RHG","Macrourus berglax",1.198,2
2011,"PA",6,27,"RNG","Coryphaenoides rupestris",0.04,1
2011,"PA",6,28,"RHG","Macrourus berglax",4.474,11
2011,"PA",6,28,"RNG","Coryphaenoides rupestris",0.001,1
2011,"PA",6,31,"RHG","Macrourus berglax",3.65,13
2011,"PA",6,32,"RHG","Macrourus berglax",1.146,3
2011,"PA",6,33,"RHG","Macrourus berglax",0.343,2
2011,"PA",6,33,"RNG","Coryphaenoides rupestris",0.095,5
2011,"PA",6,34,"RHG","Macrourus berglax",4.2,5
2011,"PA",6,34,"RNG","Coryphaenoides rupestris",0.119,1
2011,"PA",6,35,"RHG","Macrourus berglax",6.91,10
2011,"PA",6,35,"RNG","Coryphaenoides rupestris",0.478,7
2011,"PA",6,36,"RHG","Macrourus berglax",1.32,4
2011,"PA",6,36,"RNG","Coryphaenoides rupestris",0.516,4
2011,"PA",6,37,"RHG","Macrourus berglax",2.423,11
2011,"PA",6,37,"RNG","Coryphaenoides rupestris",1.192,11
2011,"PA",6,38,"RHG","Macrourus berglax",2.797,10
2011,"PA",6,38,"RNG","Coryphaenoides rupestris",3.301,21
2011,"PA",6,39,"RHG","Macrourus berglax",7.871,16
2011,"PA",6,39,"RNG","Coryphaenoides rupestris",2.16,34
2011,"PA",6,40,"RHG","Macrourus berglax",3.75,9
2011,"PA",6,40,"RNG","Coryphaenoides rupestris",1.59,13
2011,"PA",6,42,"RHG","Macrourus berglax",1.904,4
2011,"PA",6,42,"RNG","Coryphaenoides rupestris",0.102,2
2011,"PA",6,45,"RHG","Macrourus berglax",2.1,6
2011,"PA",6,45,"RNG","Coryphaenoides rupestris",1.13,4
2011,"PA",6,47,"RHG","Macrourus berglax",0.44,3
2011,"PA",6,47,"RNG","Coryphaenoides rupestris",0.988,6
2011,"PA",6,48,"RHG","Macrourus berglax",1.42,5
2011,"PA",6,48,"RNG","Coryphaenoides rupestris",0.2,1
2011,"PA",6,49,"RHG","Macrourus berglax",6.117,16
2011,"PA",6,49,"RNG","Coryphaenoides rupestris",0.99,3
2011,"PA",6,50,"RHG","Macrourus berglax",6.012,14
2011,"PA",6,50,"RNG","Coryphaenoides rupestris",2.346,11
2011,"PA",6,51,"RHG","Macrourus berglax",6.176,8
2011,"PA",6,51,"RNG","Coryphaenoides rupestris",3.552,16
2011,"PA",6,52,"RHG","Macrourus berglax",4.83,7
2011,"PA",6,52,"RNG","Coryphaenoides rupestris",0.643,2
2011,"PA",6,53,"RHG","Macrourus berglax",9.15,11
2011,"PA",6,53,"RNG","Coryphaenoides rupestris",2.616,15
2011,"PA",6,54,"RHG","Macrourus berglax",2.119,5
2011,"PA",6,54,"RNG","Coryphaenoides rupestris",2.388,4
2011,"PA",6,55,"RHG","Macrourus berglax",1.664,7
2011,"PA",6,55,"RNG","Coryphaenoides rupestris",0.122,1
2011,"PA",6,56,"RHG","Macrourus berglax",7.5,18
2011,"PA",6,56,"RNG","Coryphaenoides rupestris",1.095,2
2011,"PA",6,58,"RHG","Macrourus berglax",9.2,8
2011,"PA",6,58,"RNG","Coryphaenoides rupestris",0.384,1
2011,"PA",6,59,"RHG","Macrourus berglax",3.53,7
2011,"PA",6,59,"RNG","Coryphaenoides rupestris",1.47,5
2011,"PA",6,60,"RHG","Macrourus berglax",11.8,26
2011,"PA",6,60,"RNG","Coryphaenoides rupestris",2.5,25
2011,"PA",6,61,"RHG","Macrourus berglax",15.888,20
2011,"PA",6,61,"RNG","Coryphaenoides rupestris",1.325,2
2011,"PA",6,62,"RHG","Macrourus berglax",12.35,18
2011,"PA",6,62,"RNG","Coryphaenoides rupestris",2.257,5
2011,"PA",6,63,"RHG","Macrourus berglax",5.05,11
2011,"PA",6,63,"RNG","Coryphaenoides rupestris",0.52,5
2011,"PA",6,64,"RHG","Macrourus berglax",2.653,6
2011,"PA",6,64,"RNG","Coryphaenoides rupestris",1.682,4
2011,"PA",6,66,"RHG","Macrourus berglax",3.45,11
2011,"PA",6,66,"RNG","Coryphaenoides rupestris",1.24,11
2011,"PA",6,67,"RHG","Macrourus berglax",1.835,6
2011,"PA",6,67,"RNG","Coryphaenoides rupestris",0.65,3
2011,"PA",6,68,"RHG","Macrourus berglax",8.722,20
2011,"PA",6,68,"RNG","Coryphaenoides rupestris",0.35,1
2011,"PA",6,69,"RHG","Macrourus berglax",1.68,8
2011,"PA",6,70,"RHG","Macrourus berglax",10.45,27
2011,"PA",6,70,"RNG","Coryphaenoides rupestris",0.18,3
2011,"PA",6,72,"RHG","Macrourus berglax",5.1,13
2011,"PA",6,72,"RNG","Coryphaenoides rupestris",0.115,1
2011,"PA",6,73,"RHG","Macrourus berglax",4.892,12
2011,"PA",6,73,"RNG","Coryphaenoides rupestris",0.206,6
2011,"PA",6,75,"RHG","Macrourus berglax",5.013,17
2011,"PA",6,75,"RNG","Coryphaenoides rupestris",0.522,9
2011,"PA",6,76,"RHG","Macrourus berglax",2.49,7
2011,"PA",6,76,"RNG","Coryphaenoides rupestris",0.778,12
2011,"PA",6,77,"RHG","Macrourus berglax",0.709,4
2011,"PA",6,77,"RNG","Coryphaenoides rupestris",1.202,8
2011,"PA",6,78,"RHG","Macrourus berglax",2.238,8
2011,"PA",6,78,"RNG","Coryphaenoides rupestris",1.659,29
2011,"PA",6,79,"RHG","Macrourus berglax",3.346,10
2011,"PA",6,79,"RNG","Coryphaenoides rupestris",0.039,2
2011,"PA",6,80,"RHG","Macrourus berglax",3.82,9
2011,"PA",6,80,"RNG","Coryphaenoides rupestris",1.066,9
2011,"PA",6,81,"RHG","Macrourus berglax",7.526,25
2011,"PA",6,81,"RNG","Coryphaenoides rupestris",0.92,18
2011,"PA",6,82,"RHG","Macrourus berglax",4.2515,14
2011,"PA",6,82,"RNG","Coryphaenoides rupestris",0.282,5
2011,"PA",6,84,"RHG","Macrourus berglax",1.606,5
2011,"PA",6,84,"RNG","Coryphaenoides rupestris",9.2,135
2011,"PA",6,86,"RHG","Macrourus berglax",10.15,17
2011,"PA",6,86,"RNG","Coryphaenoides rupestris",1.14,10
2012,"PA",6,1,"RHG","Macrourus berglax",2.08,7
2012,"PA",6,2,"RHG","Macrourus berglax",0.986,4
2012,"PA",6,4,"RHG","Macrourus berglax",2.851,7
2012,"PA",6,5,"RHG","Macrourus berglax",3.242,9
2012,"PA",6,6,"RHG","Macrourus berglax",1.98,8
2012,"PA",6,6,"RNG","Coryphaenoides rupestris",0.54,3
2012,"PA",6,7,"RHG","Macrourus berglax",4.738,11
2012,"PA",6,7,"RNG","Coryphaenoides rupestris",1.185,24
2012,"PA",6,8,"RHG","Macrourus berglax",1.75,3
2012,"PA",6,9,"RHG","Macrourus berglax",5.71,11
2012,"PA",6,9,"RNG","Coryphaenoides rupestris",1.2,13
2012,"PA",6,11,"RHG","Macrourus berglax",2.69,10
2012,"PA",6,11,"RNG","Coryphaenoides rupestris",0.9,4
2012,"PA",6,13,"RHG","Macrourus berglax",5.51,15
2012,"PA",6,13,"RNG","Coryphaenoides rupestris",0.09,3
2012,"PA",6,14,"RHG","Macrourus berglax",1.28,5
2012,"PA",6,14,"RNG","Coryphaenoides rupestris",0.2,1
2012,"PA",6,15,"RHG","Macrourus berglax",0.611,3
2012,"PA",6,15,"RNG","Coryphaenoides rupestris",0.035,1
2012,"PA",6,17,"RHG","Macrourus berglax",0.28,1
2012,"PA",6,17,"RNG","Coryphaenoides rupestris",0.633,5
2012,"PA",6,18,"RHG","Macrourus berglax",0.62,3
2012,"PA",6,18,"RNG","Coryphaenoides rupestris",0.73,4
2012,"PA",6,19,"RHG","Macrourus berglax",5.995,10
2012,"PA",6,19,"RNG","Coryphaenoides rupestris",1.368,14
2012,"PA",6,21,"RHG","Macrourus berglax",7.091,11
2012,"PA",6,21,"RNG","Coryphaenoides rupestris",0.321,2
2012,"PA",6,22,"RHG","Macrourus berglax",7.289,9
2012,"PA",6,22,"RNG","Coryphaenoides rupestris",1.063,2
2012,"PA",6,23,"RHG","Macrourus berglax",5.55,14
2012,"PA",6,23,"RNG","Coryphaenoides rupestris",0.72,2
2012,"PA",6,24,"RHG","Macrourus berglax",0.225,1
2012,"PA",6,24,"RNG","Coryphaenoides rupestris",0.023,1
2012,"PA",6,25,"RHG","Macrourus berglax",2.19,6
2012,"PA",6,25,"RNG","Coryphaenoides rupestris",0.26,2
2012,"PA",6,26,"RHG","Macrourus berglax",3.14,7
2012,"PA",6,26,"RNG","Coryphaenoides rupestris",0.384,1
2012,"PA",6,27,"RHG","Macrourus berglax",6.748,12
2012,"PA",6,27,"RNG","Coryphaenoides rupestris",0.847,4
2012,"PA",6,28,"RHG","Macrourus berglax",12.3,27
2012,"PA",6,29,"RHG","Macrourus berglax",13.7,17
2012,"PA",6,29,"RNG","Coryphaenoides rupestris",1.62,5
2012,"PA",6,30,"RHG","Macrourus berglax",4.97819,9
2012,"PA",6,30,"RNG","Coryphaenoides rupestris",1.209,2
2012,"PA",6,31,"RHG","Macrourus berglax",3.995,8
2012,"PA",6,31,"RNG","Coryphaenoides rupestris",0.266,2
2012,"PA",6,32,"RHG","Macrourus berglax",6.5,13
2012,"PA",6,32,"RNG","Coryphaenoides rupestris",1.03,4
2012,"PA",6,33,"RHG","Macrourus berglax",3.22,4
2012,"PA",6,33,"RNG","Coryphaenoides rupestris",0.405,2
2012,"PA",6,34,"RHG","Macrourus berglax",6.74,12
2012,"PA",6,34,"RNG","Coryphaenoides rupestris",0.142,2
2012,"PA",6,35,"RHG","Macrourus berglax",9.3,9
2012,"PA",6,35,"RNG","Coryphaenoides rupestris",0.202,1
2012,"PA",6,37,"RHG","Macrourus berglax",7.7,9
2012,"PA",6,37,"RNG","Coryphaenoides rupestris",2.1,7
2012,"PA",6,38,"RHG","Macrourus berglax",5.3,6
2012,"PA",6,38,"RNG","Coryphaenoides rupestris",0.652,5
2012,"PA",6,39,"RHG","Macrourus berglax",3.105,7
2012,"PA",6,39,"RNG","Coryphaenoides rupestris",0.816,6
2012,"PA",6,40,"RHG","Macrourus berglax",2.7,7
2012,"PA",6,40,"RNG","Coryphaenoides rupestris",0.258,4
2012,"PA",6,41,"RHG","Macrourus berglax",13.45,25
2012,"PA",6,41,"RNG","Coryphaenoides rupestris",0.285,3
2012,"PA",6,43,"RHG","Macrourus berglax",3.95,11
2012,"PA",6,43,"RNG","Coryphaenoides rupestris",0.157,2
2012,"PA",6,45,"RHG","Macrourus berglax",2.296,8
2012,"PA",6,45,"RNG","Coryphaenoides rupestris",0.728,8
2012,"PA",6,46,"RHG","Macrourus berglax",1.641,7
2012,"PA",6,46,"RNG","Coryphaenoides rupestris",0.66,9
2012,"PA",6,48,"RHG","Macrourus berglax",4.4,12
2012,"PA",6,48,"RNG","Coryphaenoides rupestris",0.504,3
2012,"PA",6,49,"RHG","Macrourus berglax",0.699,3
2012,"PA",6,50,"RHG","Macrourus berglax",4.8,13
2012,"PA",6,50,"RNG","Coryphaenoides rupestris",0.851,3
2012,"PA",6,51,"RHG","Macrourus berglax",2.4,10
2012,"PA",6,51,"RNG","Coryphaenoides rupestris",1.28,12
2012,"PA",6,52,"RHG","Macrourus berglax",5.9,8
2012,"PA",6,52,"RNG","Coryphaenoides rupestris",0.98,15
2012,"PA",6,53,"RHG","Macrourus berglax",2.57,8
2012,"PA",6,53,"RNG","Coryphaenoides rupestris",0.65,4
2012,"PA",6,56,"RHG","Macrourus berglax",6.33,15
2012,"PA",6,56,"RNG","Coryphaenoides rupestris",0.28,3
2012,"PA",6,57,"RHG","Macrourus berglax",7.9,11
2012,"PA",6,57,"RNG","Coryphaenoides rupestris",1.43,8
2012,"PA",6,58,"RHG","Macrourus berglax",3.393,7
2012,"PA",6,58,"RNG","Coryphaenoides rupestris",11.64,224
2012,"PA",6,59,"RHG","Macrourus berglax",10.545,18
2012,"PA",6,59,"RNG","Coryphaenoides rupestris",13.55,216.8
